match,team,opponent,team_score,opponent_score,result
RealBetis_RealSociedad,RealBetis,RealSociedad,0.0,1.0,draw
RealSociedad_RealBetis,RealSociedad,RealBetis,1.0,0.0,draw
RealSociedad_RealBetis,RealSociedad,RealBetis,1.0,0.0,draw
RealBetis_RealSociedad,RealBetis,RealSociedad,0.0,1.0,draw
AtleticoMadrid_Mallorca,AtleticoMadrid,Mallorca,3.0,1.0,win
Mallorca_AtleticoMadrid,Mallorca,AtleticoMadrid,1.0,3.0,loss
Mallorca_AtleticoMadrid,Mallorca,AtleticoMadrid,1.0,3.0,loss
AtleticoMadrid_Mallorca,AtleticoMadrid,Mallorca,3.0,1.0,win
Getafe_Almeria,Getafe,Almeria,1.0,2.0,loss
Almeria_Getafe,Almeria,Getafe,2.0,1.0,win
Almeria_Getafe,Almeria,Getafe,2.0,1.0,win
Getafe_Almeria,Getafe,Almeria,1.0,2.0,loss
CeltaVigo_Elche,CeltaVigo,Elche,1.0,1.0,win
Elche_CeltaVigo,Elche,CeltaVigo,1.0,1.0,loss
Elche_CeltaVigo,Elche,CeltaVigo,1.0,1.0,loss
CeltaVigo_Elche,CeltaVigo,Elche,1.0,1.0,win
RayoVallecano_Barcelona,RayoVallecano,Barcelona,2.0,1.0,win
Barcelona_RayoVallecano,Barcelona,RayoVallecano,1.0,2.0,loss
Barcelona_RayoVallecano,Barcelona,RayoVallecano,1.0,2.0,loss
RayoVallecano_Barcelona,RayoVallecano,Barcelona,2.0,1.0,win
Valencia_RealValladolid,Valencia,RealValladolid,2.0,1.0,win
RealValladolid_Valencia,RealValladolid,Valencia,1.0,2.0,loss
RealValladolid_Valencia,RealValladolid,Valencia,1.0,2.0,loss
Valencia_RealValladolid,Valencia,RealValladolid,2.0,1.0,win
Villarreal_Espanyol,Villarreal,Espanyol,4.0,2.0,win
Espanyol_Villarreal,Espanyol,Villarreal,2.0,4.0,loss
Espanyol_Villarreal,Espanyol,Villarreal,2.0,4.0,loss
Villarreal_Espanyol,Villarreal,Espanyol,4.0,2.0,win
AthleticClub_Sevilla,AthleticClub,Sevilla,0.0,2.0,loss
Sevilla_AthleticClub,Sevilla,AthleticClub,2.0,0.0,win
Sevilla_AthleticClub,Sevilla,AthleticClub,2.0,0.0,win
AthleticClub_Sevilla,AthleticClub,Sevilla,0.0,2.0,loss
Osasuna_RealSociedad,Osasuna,RealSociedad,0.0,2.0,loss
RealSociedad_Osasuna,RealSociedad,Osasuna,2.0,0.0,win
RealSociedad_Osasuna,RealSociedad,Osasuna,2.0,0.0,win
Osasuna_RealSociedad,Osasuna,RealSociedad,0.0,2.0,loss
Elche_RayoVallecano,Elche,RayoVallecano,5.0,0.0,win
RayoVallecano_Elche,RayoVallecano,Elche,0.0,5.0,loss
RayoVallecano_Elche,RayoVallecano,Elche,0.0,5.0,loss
Elche_RayoVallecano,Elche,RayoVallecano,5.0,0.0,win
RealMadrid_Almeria,RealMadrid,Almeria,5.0,3.0,win
Almeria_RealMadrid,Almeria,RealMadrid,3.0,5.0,loss
Almeria_RealMadrid,Almeria,RealMadrid,3.0,5.0,loss
RealMadrid_Almeria,RealMadrid,Almeria,5.0,3.0,win
Barcelona_RealBetis,Barcelona,RealBetis,4.0,0.0,win
RealBetis_Barcelona,RealBetis,Barcelona,0.0,4.0,loss
RealBetis_Barcelona,RealBetis,Barcelona,0.0,4.0,loss
Barcelona_RealBetis,Barcelona,RealBetis,4.0,0.0,win
Cadiz_Valencia,Cadiz,Valencia,3.0,1.0,win
Valencia_Cadiz,Valencia,Cadiz,1.0,3.0,loss
Valencia_Cadiz,Valencia,Cadiz,1.0,3.0,loss
Cadiz_Valencia,Cadiz,Valencia,3.0,1.0,win
Villarreal_CeltaVigo,Villarreal,CeltaVigo,3.0,2.0,win
CeltaVigo_Villarreal,CeltaVigo,Villarreal,2.0,3.0,loss
CeltaVigo_Villarreal,CeltaVigo,Villarreal,2.0,3.0,loss
Villarreal_CeltaVigo,Villarreal,CeltaVigo,3.0,2.0,win
Espanyol_Getafe,Espanyol,Getafe,2.0,0.0,win
Getafe_Espanyol,Getafe,Espanyol,0.0,2.0,loss
Getafe_Espanyol,Getafe,Espanyol,0.0,2.0,loss
Espanyol_Getafe,Espanyol,Getafe,2.0,0.0,win
RealValladolid_AtleticoMadrid,RealValladolid,AtleticoMadrid,3.0,6.0,loss
AtleticoMadrid_RealValladolid,AtleticoMadrid,RealValladolid,6.0,3.0,win
AtleticoMadrid_RealValladolid,AtleticoMadrid,RealValladolid,6.0,3.0,win
RealValladolid_AtleticoMadrid,RealValladolid,AtleticoMadrid,3.0,6.0,loss
Mallorca_AthleticClub,Mallorca,AthleticClub,1.0,1.0,draw
AthleticClub_Mallorca,AthleticClub,Mallorca,1.0,1.0,draw
AthleticClub_Mallorca,AthleticClub,Mallorca,1.0,1.0,draw
Mallorca_AthleticClub,Mallorca,AthleticClub,1.0,1.0,draw
Sevilla_GironaFC,Sevilla,GironaFC,0.0,3.0,loss
GironaFC_Sevilla,GironaFC,Sevilla,3.0,0.0,win
GironaFC_Sevilla,GironaFC,Sevilla,3.0,0.0,win
Sevilla_GironaFC,Sevilla,GironaFC,0.0,3.0,loss
Almeria_Elche,Almeria,Elche,2.0,1.0,win
Elche_Almeria,Elche,Almeria,1.0,2.0,loss
Elche_Almeria,Elche,Almeria,1.0,2.0,loss
Almeria_Elche,Almeria,Elche,2.0,1.0,win
Barcelona_Osasuna,Barcelona,Osasuna,1.0,0.0,win
Osasuna_Barcelona,Osasuna,Barcelona,0.0,1.0,loss
Osasuna_Barcelona,Osasuna,Barcelona,0.0,1.0,loss
Barcelona_Osasuna,Barcelona,Osasuna,1.0,0.0,win
RealSociedad_RealMadrid,RealSociedad,RealMadrid,3.0,1.0,win
RealMadrid_RealSociedad,RealMadrid,RealSociedad,1.0,3.0,loss
RealMadrid_RealSociedad,RealMadrid,RealSociedad,1.0,3.0,loss
RealSociedad_RealMadrid,RealSociedad,RealMadrid,3.0,1.0,win
Valencia_Villarreal,Valencia,Villarreal,1.0,1.0,draw
Villarreal_Valencia,Villarreal,Valencia,1.0,1.0,draw
Villarreal_Valencia,Villarreal,Valencia,1.0,1.0,draw
Valencia_Villarreal,Valencia,Villarreal,1.0,1.0,draw
AtleticoMadrid_Cadiz,AtleticoMadrid,Cadiz,6.0,1.0,win
Cadiz_AtleticoMadrid,Cadiz,AtleticoMadrid,1.0,6.0,loss
Cadiz_AtleticoMadrid,Cadiz,AtleticoMadrid,1.0,6.0,loss
AtleticoMadrid_Cadiz,AtleticoMadrid,Cadiz,6.0,1.0,win
Getafe_CeltaVigo,Getafe,CeltaVigo,2.0,0.0,win
CeltaVigo_Getafe,CeltaVigo,Getafe,0.0,2.0,loss
CeltaVigo_Getafe,CeltaVigo,Getafe,0.0,2.0,loss
Getafe_CeltaVigo,Getafe,CeltaVigo,2.0,0.0,win
GironaFC_Mallorca,GironaFC,Mallorca,3.0,1.0,win
Mallorca_GironaFC,Mallorca,GironaFC,1.0,3.0,loss
Mallorca_GironaFC,Mallorca,GironaFC,1.0,3.0,loss
GironaFC_Mallorca,GironaFC,Mallorca,3.0,1.0,win
Sevilla_Espanyol,Sevilla,Espanyol,3.0,2.0,win
Espanyol_Sevilla,Espanyol,Sevilla,2.0,3.0,loss
Espanyol_Sevilla,Espanyol,Sevilla,2.0,3.0,loss
Sevilla_Espanyol,Sevilla,Espanyol,3.0,2.0,win
AthleticClub_RealBetis,AthleticClub,RealBetis,0.0,2.0,loss
RealBetis_AthleticClub,RealBetis,AthleticClub,2.0,0.0,win
RealBetis_AthleticClub,RealBetis,AthleticClub,2.0,0.0,win
AthleticClub_RealBetis,AthleticClub,RealBetis,0.0,2.0,loss
RayoVallecano_RealValladolid,RayoVallecano,RealValladolid,3.0,1.0,win
RealValladolid_RayoVallecano,RealValladolid,RayoVallecano,1.0,3.0,loss
RealValladolid_RayoVallecano,RealValladolid,RayoVallecano,1.0,3.0,loss
RayoVallecano_RealValladolid,RayoVallecano,RealValladolid,3.0,1.0,win
Mallorca_Cadiz,Mallorca,Cadiz,1.0,0.0,win
Cadiz_Mallorca,Cadiz,Mallorca,0.0,1.0,loss
Cadiz_Mallorca,Cadiz,Mallorca,0.0,1.0,loss
Mallorca_Cadiz,Mallorca,Cadiz,1.0,0.0,win
RealSociedad_GironaFC,RealSociedad,GironaFC,3.0,3.0,draw
GironaFC_RealSociedad,GironaFC,RealSociedad,3.0,3.0,draw
GironaFC_RealSociedad,GironaFC,RealSociedad,3.0,3.0,draw
RealSociedad_GironaFC,RealSociedad,GironaFC,3.0,3.0,draw
Osasuna_Almeria,Osasuna,Almeria,3.0,1.0,win
Almeria_Osasuna,Almeria,Osasuna,1.0,3.0,loss
Almeria_Osasuna,Almeria,Osasuna,1.0,3.0,loss
Osasuna_Almeria,Osasuna,Almeria,3.0,1.0,win
Villarreal_AthleticClub,Villarreal,AthleticClub,6.0,1.0,win
AthleticClub_Villarreal,AthleticClub,Villarreal,1.0,6.0,loss
AthleticClub_Villarreal,AthleticClub,Villarreal,1.0,6.0,loss
Villarreal_AthleticClub,Villarreal,AthleticClub,6.0,1.0,win
RealMadrid_Getafe,RealMadrid,Getafe,2.0,1.0,win
Getafe_RealMadrid,Getafe,RealMadrid,1.0,2.0,loss
Getafe_RealMadrid,Getafe,RealMadrid,1.0,2.0,loss
RealMadrid_Getafe,RealMadrid,Getafe,2.0,1.0,win
CeltaVigo_Valencia,CeltaVigo,Valencia,1.0,3.0,loss
Valencia_CeltaVigo,Valencia,CeltaVigo,3.0,1.0,win
Valencia_CeltaVigo,Valencia,CeltaVigo,3.0,1.0,win
CeltaVigo_Valencia,CeltaVigo,Valencia,1.0,3.0,loss
Elche_AtleticoMadrid,Elche,AtleticoMadrid,1.0,1.0,win
AtleticoMadrid_Elche,AtleticoMadrid,Elche,1.0,1.0,loss
AtleticoMadrid_Elche,AtleticoMadrid,Elche,1.0,1.0,loss
Elche_AtleticoMadrid,Elche,AtleticoMadrid,1.0,1.0,win
RealValladolid_Sevilla,RealValladolid,Sevilla,1.0,3.0,loss
Sevilla_RealValladolid,Sevilla,RealValladolid,3.0,1.0,win
Sevilla_RealValladolid,Sevilla,RealValladolid,3.0,1.0,win
RealValladolid_Sevilla,RealValladolid,Sevilla,1.0,3.0,loss
Espanyol_Barcelona,Espanyol,Barcelona,3.0,5.0,loss
Barcelona_Espanyol,Barcelona,Espanyol,5.0,3.0,win
Barcelona_Espanyol,Barcelona,Espanyol,5.0,3.0,win
Espanyol_Barcelona,Espanyol,Barcelona,3.0,5.0,loss
RealBetis_RayoVallecano,RealBetis,RayoVallecano,3.0,1.0,win
RayoVallecano_RealBetis,RayoVallecano,RealBetis,1.0,3.0,loss
RayoVallecano_RealBetis,RayoVallecano,RealBetis,1.0,3.0,loss
RealBetis_RayoVallecano,RealBetis,RayoVallecano,3.0,1.0,win
Cadiz_RealValladolid,Cadiz,RealValladolid,2.0,1.0,win
RealValladolid_Cadiz,RealValladolid,Cadiz,1.0,2.0,loss
RealValladolid_Cadiz,RealValladolid,Cadiz,1.0,2.0,loss
Cadiz_RealValladolid,Cadiz,RealValladolid,2.0,1.0,win
GironaFC_Villarreal,GironaFC,Villarreal,2.0,3.0,loss
Villarreal_GironaFC,Villarreal,GironaFC,3.0,2.0,win
Villarreal_GironaFC,Villarreal,GironaFC,3.0,2.0,win
GironaFC_Villarreal,GironaFC,Villarreal,2.0,3.0,loss
AthleticClub_CeltaVigo,AthleticClub,CeltaVigo,3.0,2.0,win
CeltaVigo_AthleticClub,CeltaVigo,AthleticClub,2.0,3.0,loss
CeltaVigo_AthleticClub,CeltaVigo,AthleticClub,2.0,3.0,loss
AthleticClub_CeltaVigo,AthleticClub,CeltaVigo,3.0,2.0,win
Almeria_Mallorca,Almeria,Mallorca,3.0,0.0,win
Mallorca_Almeria,Mallorca,Almeria,0.0,3.0,loss
Mallorca_Almeria,Mallorca,Almeria,0.0,3.0,loss
Almeria_Mallorca,Almeria,Mallorca,3.0,0.0,win
Getafe_Elche,Getafe,Elche,2.0,2.0,draw
Elche_Getafe,Elche,Getafe,2.0,2.0,draw
Elche_Getafe,Elche,Getafe,2.0,2.0,draw
Getafe_Elche,Getafe,Elche,2.0,2.0,draw
Barcelona_RealSociedad,Barcelona,RealSociedad,2.0,3.0,loss
RealSociedad_Barcelona,RealSociedad,Barcelona,3.0,2.0,win
RealSociedad_Barcelona,RealSociedad,Barcelona,3.0,2.0,win
Barcelona_RealSociedad,Barcelona,RealSociedad,2.0,3.0,loss
RayoVallecano_Espanyol,RayoVallecano,Espanyol,1.0,2.0,loss
Espanyol_RayoVallecano,Espanyol,RayoVallecano,2.0,1.0,win
Espanyol_RayoVallecano,Espanyol,RayoVallecano,2.0,1.0,win
RayoVallecano_Espanyol,RayoVallecano,Espanyol,1.0,2.0,loss
AtleticoMadrid_Osasuna,AtleticoMadrid,Osasuna,4.0,1.0,win
Osasuna_AtleticoMadrid,Osasuna,AtleticoMadrid,1.0,4.0,loss
Osasuna_AtleticoMadrid,Osasuna,AtleticoMadrid,1.0,4.0,loss
AtleticoMadrid_Osasuna,AtleticoMadrid,Osasuna,4.0,1.0,win
Valencia_RealMadrid,Valencia,RealMadrid,1.0,0.0,win
RealMadrid_Valencia,RealMadrid,Valencia,0.0,1.0,loss
RealMadrid_Valencia,RealMadrid,Valencia,0.0,1.0,loss
Valencia_RealMadrid,Valencia,RealMadrid,1.0,0.0,win
Sevilla_RealBetis,Sevilla,RealBetis,0.0,1.0,draw
RealBetis_Sevilla,RealBetis,Sevilla,1.0,0.0,draw
RealBetis_Sevilla,RealBetis,Sevilla,1.0,0.0,draw
Sevilla_RealBetis,Sevilla,RealBetis,0.0,1.0,draw
CeltaVigo_GironaFC,CeltaVigo,GironaFC,2.0,2.0,draw
GironaFC_CeltaVigo,GironaFC,CeltaVigo,2.0,2.0,draw
GironaFC_CeltaVigo,GironaFC,CeltaVigo,2.0,2.0,draw
CeltaVigo_GironaFC,CeltaVigo,GironaFC,2.0,2.0,draw
RealSociedad_Almeria,RealSociedad,Almeria,1.0,0.0,win
Almeria_RealSociedad,Almeria,RealSociedad,0.0,1.0,loss
Almeria_RealSociedad,Almeria,RealSociedad,0.0,1.0,loss
RealSociedad_Almeria,RealSociedad,Almeria,1.0,0.0,win
RealValladolid_Barcelona,RealValladolid,Barcelona,4.0,2.0,win
Barcelona_RealValladolid,Barcelona,RealValladolid,2.0,4.0,loss
Barcelona_RealValladolid,Barcelona,RealValladolid,2.0,4.0,loss
RealValladolid_Barcelona,RealValladolid,Barcelona,4.0,2.0,win
Elche_Sevilla,Elche,Sevilla,2.0,1.0,draw
Sevilla_Elche,Sevilla,Elche,1.0,2.0,draw
Sevilla_Elche,Sevilla,Elche,1.0,2.0,draw
Elche_Sevilla,Elche,Sevilla,2.0,1.0,draw
RealMadrid_RayoVallecano,RealMadrid,RayoVallecano,3.0,1.0,win
RayoVallecano_RealMadrid,RayoVallecano,RealMadrid,1.0,3.0,loss
RayoVallecano_RealMadrid,RayoVallecano,RealMadrid,1.0,3.0,loss
RealMadrid_RayoVallecano,RealMadrid,RayoVallecano,3.0,1.0,win
Villarreal_Cadiz,Villarreal,Cadiz,2.0,0.0,win
Cadiz_Villarreal,Cadiz,Villarreal,0.0,2.0,loss
Cadiz_Villarreal,Cadiz,Villarreal,0.0,2.0,loss
Villarreal_Cadiz,Villarreal,Cadiz,2.0,0.0,win
Espanyol_AtleticoMadrid,Espanyol,AtleticoMadrid,3.0,3.0,draw
AtleticoMadrid_Espanyol,AtleticoMadrid,Espanyol,3.0,3.0,draw
AtleticoMadrid_Espanyol,AtleticoMadrid,Espanyol,3.0,3.0,draw
Espanyol_AtleticoMadrid,Espanyol,AtleticoMadrid,3.0,3.0,draw
RealBetis_Getafe,RealBetis,Getafe,1.0,1.0,loss
Getafe_RealBetis,Getafe,RealBetis,1.0,1.0,win
Getafe_RealBetis,Getafe,RealBetis,1.0,1.0,win
RealBetis_Getafe,RealBetis,Getafe,1.0,1.0,loss
Mallorca_Valencia,Mallorca,Valencia,1.0,1.0,win
Valencia_Mallorca,Valencia,Mallorca,1.0,1.0,loss
Valencia_Mallorca,Valencia,Mallorca,1.0,1.0,loss
Mallorca_Valencia,Mallorca,Valencia,1.0,1.0,win
Osasuna_AthleticClub,Osasuna,AthleticClub,3.0,1.0,win
AthleticClub_Osasuna,AthleticClub,Osasuna,1.0,3.0,loss
AthleticClub_Osasuna,AthleticClub,Osasuna,1.0,3.0,loss
Osasuna_AthleticClub,Osasuna,AthleticClub,3.0,1.0,win
Sevilla_RealMadrid,Sevilla,RealMadrid,1.0,2.0,loss
RealMadrid_Sevilla,RealMadrid,Sevilla,2.0,1.0,win
RealMadrid_Sevilla,RealMadrid,Sevilla,2.0,1.0,win
Sevilla_RealMadrid,Sevilla,RealMadrid,1.0,2.0,loss
Almeria_RealValladolid,Almeria,RealValladolid,0.0,0.0,draw
RealValladolid_Almeria,RealValladolid,Almeria,0.0,0.0,draw
RealValladolid_Almeria,RealValladolid,Almeria,0.0,0.0,draw
Almeria_RealValladolid,Almeria,RealValladolid,0.0,0.0,draw
AthleticClub_Elche,AthleticClub,Elche,1.0,1.0,loss
Elche_AthleticClub,Elche,AthleticClub,1.0,1.0,win
Elche_AthleticClub,Elche,AthleticClub,1.0,1.0,win
AthleticClub_Elche,AthleticClub,Elche,1.0,1.0,loss
AtleticoMadrid_RealSociedad,AtleticoMadrid,RealSociedad,3.0,1.0,win
RealSociedad_AtleticoMadrid,RealSociedad,AtleticoMadrid,1.0,3.0,loss
RealSociedad_AtleticoMadrid,RealSociedad,AtleticoMadrid,1.0,3.0,loss
AtleticoMadrid_RealSociedad,AtleticoMadrid,RealSociedad,3.0,1.0,win
Barcelona_Mallorca,Barcelona,Mallorca,4.0,0.0,win
Mallorca_Barcelona,Mallorca,Barcelona,0.0,4.0,loss
Mallorca_Barcelona,Mallorca,Barcelona,0.0,4.0,loss
Barcelona_Mallorca,Barcelona,Mallorca,4.0,0.0,win
Cadiz_CeltaVigo,Cadiz,CeltaVigo,2.0,0.0,win
CeltaVigo_Cadiz,CeltaVigo,Cadiz,0.0,2.0,loss
CeltaVigo_Cadiz,CeltaVigo,Cadiz,0.0,2.0,loss
Cadiz_CeltaVigo,Cadiz,CeltaVigo,2.0,0.0,win
Getafe_Osasuna,Getafe,Osasuna,2.0,1.0,win
Osasuna_Getafe,Osasuna,Getafe,1.0,2.0,loss
Osasuna_Getafe,Osasuna,Getafe,1.0,2.0,loss
Getafe_Osasuna,Getafe,Osasuna,2.0,1.0,win
GironaFC_RealBetis,GironaFC,RealBetis,1.0,2.0,loss
RealBetis_GironaFC,RealBetis,GironaFC,2.0,1.0,win
RealBetis_GironaFC,RealBetis,GironaFC,2.0,1.0,win
GironaFC_RealBetis,GironaFC,RealBetis,1.0,2.0,loss
RayoVallecano_Villarreal,RayoVallecano,Villarreal,2.0,1.0,win
Villarreal_RayoVallecano,Villarreal,RayoVallecano,1.0,2.0,loss
Villarreal_RayoVallecano,Villarreal,RayoVallecano,1.0,2.0,loss
RayoVallecano_Villarreal,RayoVallecano,Villarreal,2.0,1.0,win
Valencia_Espanyol,Valencia,Espanyol,3.0,3.0,draw
Espanyol_Valencia,Espanyol,Valencia,3.0,3.0,draw
Espanyol_Valencia,Espanyol,Valencia,3.0,3.0,draw
Valencia_Espanyol,Valencia,Espanyol,3.0,3.0,draw
Mallorca_RayoVallecano,Mallorca,RayoVallecano,4.0,1.0,win
RayoVallecano_Mallorca,RayoVallecano,Mallorca,1.0,4.0,loss
RayoVallecano_Mallorca,RayoVallecano,Mallorca,1.0,4.0,loss
Mallorca_RayoVallecano,Mallorca,RayoVallecano,4.0,1.0,win
Osasuna_GironaFC,Osasuna,GironaFC,2.0,1.0,win
GironaFC_Osasuna,GironaFC,Osasuna,1.0,2.0,loss
GironaFC_Osasuna,GironaFC,Osasuna,1.0,2.0,loss
Osasuna_GironaFC,Osasuna,GironaFC,2.0,1.0,win
RealMadrid_AthleticClub,RealMadrid,AthleticClub,1.0,2.0,draw
AthleticClub_RealMadrid,AthleticClub,RealMadrid,2.0,1.0,draw
AthleticClub_RealMadrid,AthleticClub,RealMadrid,2.0,1.0,draw
RealMadrid_AthleticClub,RealMadrid,AthleticClub,1.0,2.0,draw
RealSociedad_Sevilla,RealSociedad,Sevilla,2.0,1.0,win
Sevilla_RealSociedad,Sevilla,RealSociedad,1.0,2.0,loss
Sevilla_RealSociedad,Sevilla,RealSociedad,1.0,2.0,loss
RealSociedad_Sevilla,RealSociedad,Sevilla,2.0,1.0,win
Villarreal_AtleticoMadrid,Villarreal,AtleticoMadrid,2.0,2.0,draw
AtleticoMadrid_Villarreal,AtleticoMadrid,Villarreal,2.0,2.0,draw
AtleticoMadrid_Villarreal,AtleticoMadrid,Villarreal,2.0,2.0,draw
Villarreal_AtleticoMadrid,Villarreal,AtleticoMadrid,2.0,2.0,draw
CeltaVigo_Barcelona,CeltaVigo,Barcelona,3.0,2.0,win
Barcelona_CeltaVigo,Barcelona,CeltaVigo,2.0,3.0,loss
Barcelona_CeltaVigo,Barcelona,CeltaVigo,2.0,3.0,loss
CeltaVigo_Barcelona,CeltaVigo,Barcelona,3.0,2.0,win
Elche_Cadiz,Elche,Cadiz,1.0,2.0,draw
Cadiz_Elche,Cadiz,Elche,2.0,1.0,draw
Cadiz_Elche,Cadiz,Elche,2.0,1.0,draw
Elche_Cadiz,Elche,Cadiz,1.0,2.0,draw
Espanyol_Almeria,Espanyol,Almeria,3.0,4.0,draw
Almeria_Espanyol,Almeria,Espanyol,4.0,3.0,draw
Almeria_Espanyol,Almeria,Espanyol,4.0,3.0,draw
Espanyol_Almeria,Espanyol,Almeria,3.0,4.0,draw
RealBetis_Valencia,RealBetis,Valencia,2.0,2.0,draw
Valencia_RealBetis,Valencia,RealBetis,2.0,2.0,draw
Valencia_RealBetis,Valencia,RealBetis,2.0,2.0,draw
RealBetis_Valencia,RealBetis,Valencia,2.0,2.0,draw
RealValladolid_Getafe,RealValladolid,Getafe,1.0,1.0,draw
Getafe_RealValladolid,Getafe,RealValladolid,1.0,1.0,draw
Getafe_RealValladolid,Getafe,RealValladolid,1.0,1.0,draw
RealValladolid_Getafe,RealValladolid,Getafe,1.0,1.0,draw
Valencia_Getafe,Valencia,Getafe,1.0,0.0,win
Getafe_Valencia,Getafe,Valencia,0.0,1.0,loss
Getafe_Valencia,Getafe,Valencia,0.0,1.0,loss
Valencia_Getafe,Valencia,Getafe,1.0,0.0,win
Cadiz_LevanteUD,Cadiz,LevanteUD,2.0,2.0,draw
LevanteUD_Cadiz,LevanteUD,Cadiz,2.0,2.0,draw
LevanteUD_Cadiz,LevanteUD,Cadiz,2.0,2.0,draw
Cadiz_LevanteUD,Cadiz,LevanteUD,2.0,2.0,draw
Mallorca_RealBetis,Mallorca,RealBetis,2.0,2.0,draw
RealBetis_Mallorca,RealBetis,Mallorca,2.0,2.0,draw
RealBetis_Mallorca,RealBetis,Mallorca,2.0,2.0,draw
Mallorca_RealBetis,Mallorca,RealBetis,2.0,2.0,draw
DeportivoAlaves_RealMadrid,DeportivoAlaves,RealMadrid,1.0,5.0,loss
RealMadrid_DeportivoAlaves,RealMadrid,DeportivoAlaves,5.0,1.0,win
RealMadrid_DeportivoAlaves,RealMadrid,DeportivoAlaves,5.0,1.0,win
DeportivoAlaves_RealMadrid,DeportivoAlaves,RealMadrid,1.0,5.0,loss
Osasuna_Espanyol,Osasuna,Espanyol,1.0,1.0,draw
Espanyol_Osasuna,Espanyol,Osasuna,1.0,1.0,draw
Espanyol_Osasuna,Espanyol,Osasuna,1.0,1.0,draw
Osasuna_Espanyol,Osasuna,Espanyol,1.0,1.0,draw
CeltaVigo_AtleticoMadrid,CeltaVigo,AtleticoMadrid,2.0,2.0,loss
AtleticoMadrid_CeltaVigo,AtleticoMadrid,CeltaVigo,2.0,2.0,win
AtleticoMadrid_CeltaVigo,AtleticoMadrid,CeltaVigo,2.0,2.0,win
CeltaVigo_AtleticoMadrid,CeltaVigo,AtleticoMadrid,2.0,2.0,loss
Barcelona_RealSociedad,Barcelona,RealSociedad,4.0,3.0,win
RealSociedad_Barcelona,RealSociedad,Barcelona,3.0,4.0,loss
RealSociedad_Barcelona,RealSociedad,Barcelona,3.0,4.0,loss
Barcelona_RealSociedad,Barcelona,RealSociedad,4.0,3.0,win
Sevilla_RayoVallecano,Sevilla,RayoVallecano,3.0,1.0,win
RayoVallecano_Sevilla,RayoVallecano,Sevilla,1.0,3.0,loss
RayoVallecano_Sevilla,RayoVallecano,Sevilla,1.0,3.0,loss
Sevilla_RayoVallecano,Sevilla,RayoVallecano,3.0,1.0,win
Villarreal_Granada,Villarreal,Granada,0.0,1.0,draw
Granada_Villarreal,Granada,Villarreal,1.0,0.0,draw
Granada_Villarreal,Granada,Villarreal,1.0,0.0,draw
Villarreal_Granada,Villarreal,Granada,0.0,1.0,draw
Elche_AthleticClub,Elche,AthleticClub,1.0,0.0,draw
AthleticClub_Elche,AthleticClub,Elche,0.0,1.0,draw
AthleticClub_Elche,AthleticClub,Elche,0.0,1.0,draw
Elche_AthleticClub,Elche,AthleticClub,1.0,0.0,draw
RealBetis_Cadiz,RealBetis,Cadiz,1.0,1.0,draw
Cadiz_RealBetis,Cadiz,RealBetis,1.0,1.0,draw
Cadiz_RealBetis,Cadiz,RealBetis,1.0,1.0,draw
RealBetis_Cadiz,RealBetis,Cadiz,1.0,1.0,draw
DeportivoAlaves_Mallorca,DeportivoAlaves,Mallorca,1.0,2.0,loss
Mallorca_DeportivoAlaves,Mallorca,DeportivoAlaves,2.0,1.0,win
Mallorca_DeportivoAlaves,Mallorca,DeportivoAlaves,2.0,1.0,win
DeportivoAlaves_Mallorca,DeportivoAlaves,Mallorca,1.0,2.0,loss
Espanyol_Villarreal,Espanyol,Villarreal,0.0,0.0,draw
Villarreal_Espanyol,Villarreal,Espanyol,0.0,0.0,draw
Villarreal_Espanyol,Villarreal,Espanyol,0.0,0.0,draw
Espanyol_Villarreal,Espanyol,Villarreal,0.0,0.0,draw
Granada_Valencia,Granada,Valencia,2.0,2.0,draw
Valencia_Granada,Valencia,Granada,2.0,2.0,draw
Valencia_Granada,Valencia,Granada,2.0,2.0,draw
Granada_Valencia,Granada,Valencia,2.0,2.0,draw
AthleticClub_Barcelona,AthleticClub,Barcelona,1.0,1.0,draw
Barcelona_AthleticClub,Barcelona,AthleticClub,1.0,1.0,draw
Barcelona_AthleticClub,Barcelona,AthleticClub,1.0,1.0,draw
AthleticClub_Barcelona,AthleticClub,Barcelona,1.0,1.0,draw
RealSociedad_RayoVallecano,RealSociedad,RayoVallecano,1.0,1.0,win
RayoVallecano_RealSociedad,RayoVallecano,RealSociedad,1.0,1.0,loss
RayoVallecano_RealSociedad,RayoVallecano,RealSociedad,1.0,1.0,loss
RealSociedad_RayoVallecano,RealSociedad,RayoVallecano,1.0,1.0,win
AtleticoMadrid_Elche,AtleticoMadrid,Elche,1.0,0.0,win
Elche_AtleticoMadrid,Elche,AtleticoMadrid,0.0,1.0,loss
Elche_AtleticoMadrid,Elche,AtleticoMadrid,0.0,1.0,loss
AtleticoMadrid_Elche,AtleticoMadrid,Elche,1.0,0.0,win
LevanteUD_RealMadrid,LevanteUD,RealMadrid,3.0,4.0,draw
RealMadrid_LevanteUD,RealMadrid,LevanteUD,4.0,3.0,draw
RealMadrid_LevanteUD,RealMadrid,LevanteUD,4.0,3.0,draw
LevanteUD_RealMadrid,LevanteUD,RealMadrid,3.0,4.0,draw
Getafe_Sevilla,Getafe,Sevilla,1.0,1.0,loss
Sevilla_Getafe,Sevilla,Getafe,1.0,1.0,win
