match,team,opponent,team_score,opponent_score,result,status,round,season,event_id
DeportivoAlaves_Barcelona,DeportivoAlaves,Barcelona,1.0,1.0,draw,finished,8,20_21,8966341
Barcelona_DeportivoAlaves,Barcelona,DeportivoAlaves,1.0,1.0,draw,finished,8,20_21,8966341
RealBetis_Elche,RealBetis,Elche,3.0,1.0,win,finished,8,20_21,8966320
Elche_RealBetis,Elche,RealBetis,1.0,3.0,loss,finished,8,20_21,8966320
CeltaVigo_RealSociedad,CeltaVigo,RealSociedad,1.0,5.0,loss,finished,8,20_21,8966298
RealSociedad_CeltaVigo,RealSociedad,CeltaVigo,5.0,1.0,win,finished,8,20_21,8966298
Granada_LevanteUD,Granada,LevanteUD,1.0,2.0,draw,finished,8,20_21,8966300
LevanteUD_Granada,LevanteUD,Granada,2.0,1.0,draw,finished,8,20_21,8966300
Valencia_Getafe,Valencia,Getafe,3.0,3.0,draw,finished,8,20_21,8966355
Getafe_Valencia,Getafe,Valencia,3.0,3.0,draw,finished,8,20_21,8966355
Villarreal_RealValladolid,Villarreal,RealValladolid,2.0,1.0,win,finished,8,20_21,8966299
RealValladolid_Villarreal,RealValladolid,Villarreal,1.0,2.0,loss,finished,8,20_21,8966299
Elche_CeltaVigo,Elche,CeltaVigo,1.0,2.0,draw,finished,9,20_21,8966508
CeltaVigo_Elche,CeltaVigo,Elche,2.0,1.0,draw,finished,9,20_21,8966508
Huesca_Eibar,Huesca,Eibar,1.0,1.0,draw,finished,9,20_21,8966290
Eibar_Huesca,Eibar,Huesca,1.0,1.0,draw,finished,9,20_21,8966290
Barcelona_RealBetis,Barcelona,RealBetis,6.0,3.0,win,finished,9,20_21,8966289
RealBetis_Barcelona,RealBetis,Barcelona,3.0,6.0,loss,finished,9,20_21,8966289
Sevilla_Osasuna,Sevilla,Osasuna,2.0,1.0,win,finished,9,20_21,8966291
Osasuna_Sevilla,Osasuna,Sevilla,1.0,2.0,loss,finished,9,20_21,8966291
AtleticoMadrid_Cadiz,AtleticoMadrid,Cadiz,4.0,1.0,win,finished,9,20_21,8966352
Cadiz_AtleticoMadrid,Cadiz,AtleticoMadrid,1.0,4.0,loss,finished,9,20_21,8966352
Getafe_Villarreal,Getafe,Villarreal,2.0,3.0,loss,finished,9,20_21,8966321
Villarreal_Getafe,Villarreal,Getafe,3.0,2.0,win,finished,9,20_21,8966321
RealSociedad_Granada,RealSociedad,Granada,3.0,1.0,win,finished,9,20_21,8966285
Granada_RealSociedad,Granada,RealSociedad,1.0,3.0,loss,finished,9,20_21,8966285
LevanteUD_DeportivoAlaves,LevanteUD,DeportivoAlaves,2.0,1.0,draw,finished,9,20_21,8966343
DeportivoAlaves_LevanteUD,DeportivoAlaves,LevanteUD,1.0,2.0,draw,finished,9,20_21,8966343
RealValladolid_AthleticClub,RealValladolid,AthleticClub,2.0,1.0,win,finished,9,20_21,8966338
AthleticClub_RealValladolid,AthleticClub,RealValladolid,1.0,2.0,loss,finished,9,20_21,8966338
Valencia_RealMadrid,Valencia,RealMadrid,4.0,2.0,win,finished,9,20_21,8966326
RealMadrid_Valencia,RealMadrid,Valencia,2.0,4.0,loss,finished,9,20_21,8966326
Osasuna_Huesca,Osasuna,Huesca,2.0,2.0,draw,finished,10,20_21,8966280
Huesca_Osasuna,Huesca,Osasuna,2.0,2.0,draw,finished,10,20_21,8966280
LevanteUD_Elche,LevanteUD,Elche,1.0,2.0,draw,finished,10,20_21,8966353
Elche_LevanteUD,Elche,LevanteUD,2.0,1.0,draw,finished,10,20_21,8966353
Villarreal_RealMadrid,Villarreal,RealMadrid,2.0,2.0,draw,finished,10,20_21,8966325
RealMadrid_Villarreal,RealMadrid,Villarreal,2.0,2.0,draw,finished,10,20_21,8966325
Sevilla_CeltaVigo,Sevilla,CeltaVigo,4.0,2.0,win,finished,10,20_21,8966281
CeltaVigo_Sevilla,CeltaVigo,Sevilla,2.0,4.0,loss,finished,10,20_21,8966281
AtleticoMadrid_Barcelona,AtleticoMadrid,Barcelona,1.0,0.0,win,finished,10,20_21,8966292
Barcelona_AtleticoMadrid,Barcelona,AtleticoMadrid,0.0,1.0,loss,finished,10,20_21,8966292
Eibar_Getafe,Eibar,Getafe,0.0,1.0,draw,finished,10,20_21,8966525
Getafe_Eibar,Getafe,Eibar,1.0,0.0,draw,finished,10,20_21,8966525
Cadiz_RealSociedad,Cadiz,RealSociedad,0.0,2.0,loss,finished,10,20_21,8966359
RealSociedad_Cadiz,RealSociedad,Cadiz,2.0,0.0,win,finished,10,20_21,8966359
Granada_RealValladolid,Granada,RealValladolid,2.0,4.0,loss,finished,10,20_21,8966348
RealValladolid_Granada,RealValladolid,Granada,4.0,2.0,win,finished,10,20_21,8966348
DeportivoAlaves_Valencia,DeportivoAlaves,Valencia,2.0,3.0,draw,finished,10,20_21,8966294
Valencia_DeportivoAlaves,Valencia,DeportivoAlaves,3.0,2.0,draw,finished,10,20_21,8966294
AthleticClub_RealBetis,AthleticClub,RealBetis,4.0,0.0,win,finished,10,20_21,8966288
RealBetis_AthleticClub,RealBetis,AthleticClub,0.0,4.0,loss,finished,10,20_21,8966288
RealValladolid_LevanteUD,RealValladolid,LevanteUD,2.0,1.0,draw,finished,11,20_21,8966356
LevanteUD_RealValladolid,LevanteUD,RealValladolid,1.0,2.0,draw,finished,11,20_21,8966356
Elche_Cadiz,Elche,Cadiz,2.0,2.0,draw,finished,11,20_21,8966287
Cadiz_Elche,Cadiz,Elche,2.0,2.0,draw,finished,11,20_21,8966287
Valencia_AtleticoMadrid,Valencia,AtleticoMadrid,0.0,1.0,loss,finished,11,20_21,8966283
AtleticoMadrid_Valencia,AtleticoMadrid,Valencia,1.0,0.0,win,finished,11,20_21,8966283
Huesca_Sevilla,Huesca,Sevilla,1.0,2.0,loss,finished,11,20_21,8966346
Sevilla_Huesca,Sevilla,Huesca,2.0,1.0,win,finished,11,20_21,8966346
RealMadrid_DeportivoAlaves,RealMadrid,DeportivoAlaves,1.0,2.0,loss,finished,11,20_21,8966333
DeportivoAlaves_RealMadrid,DeportivoAlaves,RealMadrid,2.0,1.0,win,finished,11,20_21,8966333
Barcelona_Osasuna,Barcelona,Osasuna,5.0,1.0,win,finished,11,20_21,8966335
Osasuna_Barcelona,Osasuna,Barcelona,1.0,5.0,loss,finished,11,20_21,8966335
Getafe_AthleticClub,Getafe,AthleticClub,2.0,2.0,draw,finished,11,20_21,8966282
AthleticClub_Getafe,AthleticClub,Getafe,2.0,2.0,draw,finished,11,20_21,8966282
CeltaVigo_Granada,CeltaVigo,Granada,3.0,2.0,win,finished,11,20_21,8966513
Granada_CeltaVigo,Granada,CeltaVigo,2.0,3.0,loss,finished,11,20_21,8966513
RealSociedad_Villarreal,RealSociedad,Villarreal,2.0,2.0,draw,finished,11,20_21,8966362
Villarreal_RealSociedad,Villarreal,RealSociedad,2.0,2.0,draw,finished,11,20_21,8966362
RealBetis_Eibar,RealBetis,Eibar,1.0,2.0,loss,finished,11,20_21,8966284
Eibar_RealBetis,Eibar,RealBetis,2.0,1.0,win,finished,11,20_21,8966284
AthleticClub_CeltaVigo,AthleticClub,CeltaVigo,0.0,3.0,loss,finished,12,20_21,8966286
CeltaVigo_AthleticClub,CeltaVigo,AthleticClub,3.0,0.0,win,finished,12,20_21,8966286
LevanteUD_Getafe,LevanteUD,Getafe,3.0,1.0,win,finished,12,20_21,8966275
Getafe_LevanteUD,Getafe,LevanteUD,1.0,3.0,loss,finished,12,20_21,8966275
Sevilla_RealMadrid,Sevilla,RealMadrid,0.0,1.0,loss,finished,12,20_21,8966324
RealMadrid_Sevilla,RealMadrid,Sevilla,1.0,0.0,win,finished,12,20_21,8966324
AtleticoMadrid_RealValladolid,AtleticoMadrid,RealValladolid,2.0,1.0,win,finished,12,20_21,8966500
RealValladolid_AtleticoMadrid,RealValladolid,AtleticoMadrid,1.0,2.0,loss,finished,12,20_21,8966500
Cadiz_Barcelona,Cadiz,Barcelona,3.0,2.0,win,finished,12,20_21,8966278
Barcelona_Cadiz,Barcelona,Cadiz,2.0,3.0,loss,finished,12,20_21,8966278
Granada_Huesca,Granada,Huesca,4.0,3.0,draw,finished,12,20_21,8966274
Huesca_Granada,Huesca,Granada,3.0,4.0,draw,finished,12,20_21,8966274
Osasuna_RealBetis,Osasuna,RealBetis,1.0,2.0,loss,finished,12,20_21,8966277
RealBetis_Osasuna,RealBetis,Osasuna,2.0,1.0,win,finished,12,20_21,8966277
Villarreal_Elche,Villarreal,Elche,1.0,0.0,draw,finished,12,20_21,8966279
Elche_Villarreal,Elche,Villarreal,0.0,1.0,draw,finished,12,20_21,8966279
DeportivoAlaves_RealSociedad,DeportivoAlaves,RealSociedad,0.0,1.0,draw,finished,12,20_21,8966344
RealSociedad_DeportivoAlaves,RealSociedad,DeportivoAlaves,1.0,0.0,draw,finished,12,20_21,8966344
Eibar_Valencia,Eibar,Valencia,1.0,0.0,draw,finished,12,20_21,8966276
Valencia_Eibar,Valencia,Eibar,0.0,1.0,draw,finished,12,20_21,8966276
RealValladolid_Osasuna,RealValladolid,Osasuna,3.0,3.0,win,finished,13,20_21,8966421
Osasuna_RealValladolid,Osasuna,RealValladolid,3.0,3.0,loss,finished,13,20_21,8966421
Valencia_AthleticClub,Valencia,AthleticClub,2.0,2.0,draw,finished,13,20_21,8966518
AthleticClub_Valencia,AthleticClub,Valencia,2.0,2.0,draw,finished,13,20_21,8966518
Getafe_Sevilla,Getafe,Sevilla,0.0,2.0,loss,finished,13,20_21,8966424
Sevilla_Getafe,Sevilla,Getafe,2.0,0.0,win,finished,13,20_21,8966424
Huesca_DeportivoAlaves,Huesca,DeportivoAlaves,2.0,1.0,win,finished,13,20_21,8966416
DeportivoAlaves_Huesca,DeportivoAlaves,Huesca,1.0,2.0,loss,finished,13,20_21,8966416
RealMadrid_AtleticoMadrid,RealMadrid,AtleticoMadrid,3.0,1.0,win,finished,13,20_21,8966433
AtleticoMadrid_RealMadrid,AtleticoMadrid,RealMadrid,1.0,3.0,loss,finished,13,20_21,8966433
RealSociedad_Eibar,RealSociedad,Eibar,2.0,1.0,draw,finished,13,20_21,8966441
Eibar_RealSociedad,Eibar,RealSociedad,1.0,2.0,draw,finished,13,20_21,8966441
RealBetis_Villarreal,RealBetis,Villarreal,2.0,2.0,draw,finished,13,20_21,8966428
Villarreal_RealBetis,Villarreal,RealBetis,2.0,2.0,draw,finished,13,20_21,8966428
Elche_Granada,Elche,Granada,1.0,1.0,loss,finished,13,20_21,8966376
Granada_Elche,Granada,Elche,1.0,1.0,win,finished,13,20_21,8966376
Barcelona_LevanteUD,Barcelona,LevanteUD,1.0,0.0,win,finished,13,20_21,8966414
LevanteUD_Barcelona,LevanteUD,Barcelona,0.0,1.0,loss,finished,13,20_21,8966414
CeltaVigo_Cadiz,CeltaVigo,Cadiz,5.0,1.0,win,finished,13,20_21,8966429
Cadiz_CeltaVigo,Cadiz,CeltaVigo,1.0,5.0,loss,finished,13,20_21,8966429
AthleticClub_Huesca,AthleticClub,Huesca,2.0,1.0,win,finished,14,20_21,8966383
Huesca_AthleticClub,Huesca,AthleticClub,1.0,2.0,loss,finished,14,20_21,8966383
AtleticoMadrid_Elche,AtleticoMadrid,Elche,4.0,1.0,win,finished,14,20_21,8966387
Elche_AtleticoMadrid,Elche,AtleticoMadrid,1.0,4.0,loss,finished,14,20_21,8966387
Barcelona_Valencia,Barcelona,Valencia,3.0,2.0,draw,finished,14,20_21,8966378
Valencia_Barcelona,Valencia,Barcelona,2.0,3.0,draw,finished,14,20_21,8966378
LevanteUD_RealSociedad,LevanteUD,RealSociedad,2.0,1.0,win,finished,14,20_21,8966410
RealSociedad_LevanteUD,RealSociedad,LevanteUD,1.0,2.0,loss,finished,14,20_21,8966410
Osasuna_Villarreal,Osasuna,Villarreal,2.0,3.0,loss,finished,14,20_21,8966398
Villarreal_Osasuna,Villarreal,Osasuna,3.0,2.0,win,finished,14,20_21,8966398
Sevilla_RealValladolid,Sevilla,RealValladolid,2.0,1.0,draw,finished,14,20_21,8966405
RealValladolid_Sevilla,RealValladolid,Sevilla,1.0,2.0,draw,finished,14,20_21,8966405
CeltaVigo_DeportivoAlaves,CeltaVigo,DeportivoAlaves,2.0,1.0,win,finished,14,20_21,8966380
DeportivoAlaves_CeltaVigo,DeportivoAlaves,CeltaVigo,1.0,2.0,loss,finished,14,20_21,8966380
Granada_RealBetis,Granada,RealBetis,3.0,1.0,win,finished,14,20_21,8966392
RealBetis_Granada,RealBetis,Granada,1.0,3.0,loss,finished,14,20_21,8966392
Cadiz_Getafe,Cadiz,Getafe,0.0,2.0,loss,finished,14,20_21,8966400
Getafe_Cadiz,Getafe,Cadiz,2.0,0.0,win,finished,14,20_21,8966400
Eibar_RealMadrid,Eibar,RealMadrid,1.0,4.0,loss,finished,14,20_21,8966413
RealMadrid_Eibar,RealMadrid,Eibar,4.0,1.0,win,finished,14,20_21,8966413
Elche_Osasuna,Elche,Osasuna,3.0,3.0,draw,finished,15,20_21,8966379
Osasuna_Elche,Osasuna,Elche,3.0,3.0,draw,finished,15,20_21,8966379
Valencia_Sevilla,Valencia,Sevilla,0.0,2.0,loss,finished,15,20_21,8966377
Sevilla_Valencia,Sevilla,Valencia,2.0,0.0,win,finished,15,20_21,8966377
Huesca_LevanteUD,Huesca,LevanteUD,2.0,2.0,draw,finished,15,20_21,8966402
LevanteUD_Huesca,LevanteUD,Huesca,2.0,2.0,draw,finished,15,20_21,8966402
RealSociedad_AtleticoMadrid,RealSociedad,AtleticoMadrid,0.0,2.0,loss,finished,15,20_21,8966381
AtleticoMadrid_RealSociedad,AtleticoMadrid,RealSociedad,2.0,0.0,win,finished,15,20_21,8966381
RealValladolid_Barcelona,RealValladolid,Barcelona,1.0,3.0,loss,finished,15,20_21,8966364
Barcelona_RealValladolid,Barcelona,RealValladolid,3.0,1.0,win,finished,15,20_21,8966364
Villarreal_AthleticClub,Villarreal,AthleticClub,2.0,1.0,draw,finished,15,20_21,8966370
AthleticClub_Villarreal,AthleticClub,Villarreal,1.0,2.0,draw,finished,15,20_21,8966370
Getafe_CeltaVigo,Getafe,CeltaVigo,2.0,1.0,draw,finished,15,20_21,8966415
CeltaVigo_Getafe,CeltaVigo,Getafe,1.0,2.0,draw,finished,15,20_21,8966415
RealMadrid_Granada,RealMadrid,Granada,3.0,1.0,win,finished,15,20_21,8966408
Granada_RealMadrid,Granada,RealMadrid,1.0,3.0,loss,finished,15,20_21,8966408
DeportivoAlaves_Eibar,DeportivoAlaves,Eibar,3.0,2.0,win,finished,15,20_21,8966396
Eibar_DeportivoAlaves,Eibar,DeportivoAlaves,2.0,3.0,loss,finished,15,20_21,8966396
RealBetis_Cadiz,RealBetis,Cadiz,2.0,0.0,win,finished,15,20_21,8966411
Cadiz_RealBetis,Cadiz,RealBetis,0.0,2.0,loss,finished,15,20_21,8966411
Sevilla_Villarreal,Sevilla,Villarreal,3.0,1.0,win,finished,16,20_21,8966516
Villarreal_Sevilla,Villarreal,Sevilla,1.0,3.0,loss,finished,16,20_21,8966516
Barcelona_Eibar,Barcelona,Eibar,2.0,2.0,draw,finished,16,20_21,8966368
Eibar_Barcelona,Eibar,Barcelona,2.0,2.0,draw,finished,16,20_21,8966368
Cadiz_RealValladolid,Cadiz,RealValladolid,0.0,1.0,draw,finished,16,20_21,8966369
RealValladolid_Cadiz,RealValladolid,Cadiz,1.0,0.0,draw,finished,16,20_21,8966369
LevanteUD_RealBetis,LevanteUD,RealBetis,4.0,4.0,win,finished,16,20_21,8966374
RealBetis_LevanteUD,RealBetis,LevanteUD,4.0,4.0,loss,finished,16,20_21,8966374
Granada_Valencia,Granada,Valencia,3.0,2.0,win,finished,16,20_21,8966393
Valencia_Granada,Valencia,Granada,2.0,3.0,loss,finished,16,20_21,8966393
AtleticoMadrid_Getafe,AtleticoMadrid,Getafe,1.0,0.0,win,finished,16,20_21,8966373
Getafe_AtleticoMadrid,Getafe,AtleticoMadrid,0.0,1.0,loss,finished,16,20_21,8966373
CeltaVigo_Huesca,CeltaVigo,Huesca,2.0,1.0,win,finished,16,20_21,8966371
Huesca_CeltaVigo,Huesca,CeltaVigo,1.0,2.0,loss,finished,16,20_21,8966371
Elche_RealMadrid,Elche,RealMadrid,1.0,1.0,draw,finished,16,20_21,8966399
RealMadrid_Elche,RealMadrid,Elche,1.0,1.0,draw,finished,16,20_21,8966399
AthleticClub_RealSociedad,AthleticClub,RealSociedad,0.0,2.0,loss,finished,16,20_21,8966390
RealSociedad_AthleticClub,RealSociedad,AthleticClub,2.0,0.0,win,finished,16,20_21,8966390
Osasuna_DeportivoAlaves,Osasuna,DeportivoAlaves,2.0,2.0,draw,finished,16,20_21,8966375
DeportivoAlaves_Osasuna,DeportivoAlaves,Osasuna,2.0,2.0,draw,finished,16,20_21,8966375
Villarreal_LevanteUD,Villarreal,LevanteUD,2.0,2.0,win,finished,17,20_21,8966504
LevanteUD_Villarreal,LevanteUD,Villarreal,2.0,2.0,loss,finished,17,20_21,8966504
RealBetis_Sevilla,RealBetis,Sevilla,2.0,2.0,draw,finished,17,20_21,8966531
Sevilla_RealBetis,Sevilla,RealBetis,2.0,2.0,draw,finished,17,20_21,8966531
Getafe_RealValladolid,Getafe,RealValladolid,0.0,1.0,loss,finished,17,20_21,8966483
RealValladolid_Getafe,RealValladolid,Getafe,1.0,0.0,win,finished,17,20_21,8966483
RealMadrid_CeltaVigo,RealMadrid,CeltaVigo,3.0,1.0,win,finished,17,20_21,8966519
CeltaVigo_RealMadrid,CeltaVigo,RealMadrid,1.0,3.0,loss,finished,17,20_21,8966519
AthleticClub_Elche,AthleticClub,Elche,2.0,1.0,win,finished,17,20_21,8966486
Elche_AthleticClub,Elche,AthleticClub,1.0,2.0,loss,finished,17,20_21,8966486
DeportivoAlaves_AtleticoMadrid,DeportivoAlaves,AtleticoMadrid,2.0,2.0,loss,finished,17,20_21,8966386
AtleticoMadrid_DeportivoAlaves,AtleticoMadrid,DeportivoAlaves,2.0,2.0,win,finished,17,20_21,8966386
Eibar_Granada,Eibar,Granada,3.0,0.0,win,finished,17,20_21,8966501
Granada_Eibar,Granada,Eibar,0.0,3.0,loss,finished,17,20_21,8966501
RealSociedad_Osasuna,RealSociedad,Osasuna,1.0,2.0,draw,finished,17,20_21,8966514
Osasuna_RealSociedad,Osasuna,RealSociedad,2.0,1.0,draw,finished,17,20_21,8966514
Huesca_Barcelona,Huesca,Barcelona,0.0,2.0,loss,finished,17,20_21,8966495
Barcelona_Huesca,Barcelona,Huesca,2.0,0.0,win,finished,17,20_21,8966495
Valencia_Cadiz,Valencia,Cadiz,1.0,2.0,draw,finished,17,20_21,8966488
Cadiz_Valencia,Cadiz,Valencia,2.0,1.0,draw,finished,17,20_21,8966488
CeltaVigo_Villarreal,CeltaVigo,Villarreal,1.0,5.0,loss,finished,18,20_21,8966511
Villarreal_CeltaVigo,Villarreal,CeltaVigo,5.0,1.0,win,finished,18,20_21,8966511
Sevilla_RealSociedad,Sevilla,RealSociedad,3.0,2.0,win,finished,18,20_21,8966466
RealSociedad_Sevilla,RealSociedad,Sevilla,2.0,3.0,loss,finished,18,20_21,8966466
AtleticoMadrid_AthleticClub,AtleticoMadrid,AthleticClub,,,,canceled,18,20_21,8966496
AthleticClub_AtleticoMadrid,AthleticClub,AtleticoMadrid,,,,canceled,18,20_21,8966496
Granada_Barcelona,Granada,Barcelona,0.0,5.0,loss,finished,18,20_21,8966502
Barcelona_Granada,Barcelona,Granada,5.0,0.0,win,finished,18,20_21,8966502
Osasuna_RealMadrid,Osasuna,RealMadrid,1.0,1.0,draw,finished,18,20_21,8966491
RealMadrid_Osasuna,RealMadrid,Osasuna,1.0,1.0,draw,finished,18,20_21,8966491
LevanteUD_Eibar,LevanteUD,Eibar,3.0,2.0,win,finished,18,20_21,8966489
Eibar_LevanteUD,Eibar,LevanteUD,2.0,3.0,loss,finished,18,20_21,8966489
Cadiz_DeportivoAlaves,Cadiz,DeportivoAlaves,3.0,1.0,win,finished,18,20_21,8966494
DeportivoAlaves_Cadiz,DeportivoAlaves,Cadiz,1.0,3.0,loss,finished,18,20_21,8966494
RealValladolid_Valencia,RealValladolid,Valencia,0.0,2.0,loss,finished,18,20_21,8966498
Valencia_RealValladolid,Valencia,RealValladolid,2.0,0.0,win,finished,18,20_21,8966498
Elche_Getafe,Elche,Getafe,2.0,3.0,loss,finished,18,20_21,8966471
Getafe_Elche,Getafe,Elche,3.0,2.0,win,finished,18,20_21,8966471
Huesca_RealBetis,Huesca,RealBetis,1.0,2.0,loss,finished,18,20_21,8966497
RealBetis_Huesca,RealBetis,Huesca,2.0,1.0,win,finished,18,20_21,8966497
AtleticoMadrid_AthleticClub,AtleticoMadrid,AthleticClub,2.0,2.0,win,finished,18,20_21,9351716
AthleticClub_AtleticoMadrid,AthleticClub,AtleticoMadrid,2.0,2.0,loss,finished,18,20_21,9351716
RealMadrid_AthleticClub,RealMadrid,AthleticClub,3.0,1.0,win,finished,19,20_21,8966505
AthleticClub_RealMadrid,AthleticClub,RealMadrid,1.0,3.0,loss,finished,19,20_21,8966505
Barcelona_RealSociedad,Barcelona,RealSociedad,2.0,2.0,win,finished,19,20_21,8966522
RealSociedad_Barcelona,RealSociedad,Barcelona,2.0,2.0,loss,finished,19,20_21,8966522
Cadiz_LevanteUD,Cadiz,LevanteUD,2.0,2.0,draw,finished,19,20_21,8966503
LevanteUD_Cadiz,LevanteUD,Cadiz,2.0,2.0,draw,finished,19,20_21,8966503
RealValladolid_Elche,RealValladolid,Elche,3.0,2.0,draw,finished,19,20_21,8966473
Elche_RealValladolid,Elche,RealValladolid,2.0,3.0,draw,finished,19,20_21,8966473
DeportivoAlaves_Sevilla,DeportivoAlaves,Sevilla,1.0,3.0,loss,finished,19,20_21,8966485
Sevilla_DeportivoAlaves,Sevilla,DeportivoAlaves,3.0,1.0,win,finished,19,20_21,8966485
Getafe_Huesca,Getafe,Huesca,1.0,0.0,win,finished,19,20_21,8966487
Huesca_Getafe,Huesca,Getafe,0.0,1.0,loss,finished,19,20_21,8966487
RealBetis_CeltaVigo,RealBetis,CeltaVigo,3.0,1.0,win,finished,19,20_21,8966476
CeltaVigo_RealBetis,CeltaVigo,RealBetis,1.0,3.0,loss,finished,19,20_21,8966476
Villarreal_Granada,Villarreal,Granada,2.0,3.0,draw,finished,19,20_21,8966492
Granada_Villarreal,Granada,Villarreal,3.0,2.0,draw,finished,19,20_21,8966492
Valencia_Osasuna,Valencia,Osasuna,1.0,1.0,draw,finished,19,20_21,8966467
Osasuna_Valencia,Osasuna,Valencia,1.0,1.0,draw,finished,19,20_21,8966467
Eibar_AtleticoMadrid,Eibar,AtleticoMadrid,1.0,3.0,loss,finished,19,20_21,8966490
AtleticoMadrid_Eibar,AtleticoMadrid,Eibar,3.0,1.0,win,finished,19,20_21,8966490
LevanteUD_RealValladolid,LevanteUD,RealValladolid,2.0,2.0,draw,finished,20,20_21,8966532
RealValladolid_LevanteUD,RealValladolid,LevanteUD,2.0,2.0,draw,finished,20,20_21,8966532
Huesca_Villarreal,Huesca,Villarreal,1.0,0.0,draw,finished,20,20_21,8966474
Villarreal_Huesca,Villarreal,Huesca,0.0,1.0,draw,finished,20,20_21,8966474
Sevilla_Cadiz,Sevilla,Cadiz,3.0,0.0,win,finished,20,20_21,8966477
Cadiz_Sevilla,Cadiz,Sevilla,0.0,3.0,loss,finished,20,20_21,8966477
RealSociedad_RealBetis,RealSociedad,RealBetis,3.0,3.0,draw,finished,20,20_21,8966469
RealBetis_RealSociedad,RealBetis,RealSociedad,3.0,3.0,draw,finished,20,20_21,8966469
DeportivoAlaves_RealMadrid,DeportivoAlaves,RealMadrid,1.0,4.0,loss,finished,20,20_21,8966478
RealMadrid_DeportivoAlaves,RealMadrid,DeportivoAlaves,4.0,1.0,win,finished,20,20_21,8966478
Osasuna_Granada,Osasuna,Granada,4.0,2.0,win,finished,20,20_21,8966480
Granada_Osasuna,Granada,Osasuna,2.0,4.0,loss,finished,20,20_21,8966480
Elche_Barcelona,Elche,Barcelona,0.0,3.0,loss,finished,20,20_21,8966461
Barcelona_Elche,Barcelona,Elche,3.0,0.0,win,finished,20,20_21,8966461
CeltaVigo_Eibar,CeltaVigo,Eibar,1.0,1.0,draw,finished,20,20_21,8966529
Eibar_CeltaVigo,Eibar,CeltaVigo,1.0,1.0,draw,finished,20,20_21,8966529
AtleticoMadrid_Valencia,AtleticoMadrid,Valencia,3.0,1.0,win,finished,20,20_21,8966499
Valencia_AtleticoMadrid,Valencia,AtleticoMadrid,1.0,3.0,loss,finished,20,20_21,8966499
AthleticClub_Getafe,AthleticClub,Getafe,5.0,1.0,win,finished,20,20_21,8966493
Getafe_AthleticClub,Getafe,AthleticClub,1.0,5.0,loss,finished,20,20_21,8966493
RealValladolid_Huesca,RealValladolid,Huesca,1.0,3.0,loss,finished,21,20_21,8966482
Huesca_RealValladolid,Huesca,RealValladolid,3.0,1.0,win,finished,21,20_21,8966482
Eibar_Sevilla,Eibar,Sevilla,1.0,2.0,loss,finished,21,20_21,8966468
Sevilla_Eibar,Sevilla,Eibar,2.0,1.0,win,finished,21,20_21,8966468
RealMadrid_LevanteUD,RealMadrid,LevanteUD,1.0,2.0,loss,finished,21,20_21,8966481
LevanteUD_RealMadrid,LevanteUD,RealMadrid,2.0,1.0,win,finished,21,20_21,8966481
Valencia_Elche,Valencia,Elche,1.0,1.0,win,finished,21,20_21,8966530
Elche_Valencia,Elche,Valencia,1.0,1.0,loss,finished,21,20_21,8966530
Villarreal_RealSociedad,Villarreal,RealSociedad,1.0,2.0,draw,finished,21,20_21,8966447
RealSociedad_Villarreal,RealSociedad,Villarreal,2.0,1.0,draw,finished,21,20_21,8966447
Getafe_DeportivoAlaves,Getafe,DeportivoAlaves,0.0,1.0,draw,finished,21,20_21,8966475
DeportivoAlaves_Getafe,DeportivoAlaves,Getafe,1.0,0.0,draw,finished,21,20_21,8966475
Cadiz_AtleticoMadrid,Cadiz,AtleticoMadrid,2.0,5.0,loss,finished,21,20_21,8966464
AtleticoMadrid_Cadiz,AtleticoMadrid,Cadiz,5.0,2.0,win,finished,21,20_21,8966464
Granada_CeltaVigo,Granada,CeltaVigo,1.0,1.0,draw,finished,21,20_21,8966479
CeltaVigo_Granada,CeltaVigo,Granada,1.0,1.0,draw,finished,21,20_21,8966479
Barcelona_AthleticClub,Barcelona,AthleticClub,2.0,1.0,win,finished,21,20_21,8966484
AthleticClub_Barcelona,AthleticClub,Barcelona,1.0,2.0,loss,finished,21,20_21,8966484
RealBetis_Osasuna,RealBetis,Osasuna,2.0,1.0,win,finished,21,20_21,8966462
Osasuna_RealBetis,Osasuna,RealBetis,1.0,2.0,loss,finished,21,20_21,8966462
DeportivoAlaves_RealValladolid,DeportivoAlaves,RealValladolid,1.0,1.0,win,finished,22,20_21,8966463
RealValladolid_DeportivoAlaves,RealValladolid,DeportivoAlaves,1.0,1.0,loss,finished,22,20_21,8966463
LevanteUD_Granada,LevanteUD,Granada,2.0,2.0,draw,finished,22,20_21,8966472
Granada_LevanteUD,Granada,LevanteUD,2.0,2.0,draw,finished,22,20_21,8966472
Huesca_RealMadrid,Huesca,RealMadrid,1.0,3.0,loss,finished,22,20_21,8966528
RealMadrid_Huesca,RealMadrid,Huesca,3.0,1.0,win,finished,22,20_21,8966528
Elche_Villarreal,Elche,Villarreal,2.0,2.0,draw,finished,22,20_21,8966460
Villarreal_Elche,Villarreal,Elche,2.0,2.0,draw,finished,22,20_21,8966460
Sevilla_Getafe,Sevilla,Getafe,3.0,1.0,win,finished,22,20_21,8966455
Getafe_Sevilla,Getafe,Sevilla,1.0,3.0,loss,finished,22,20_21,8966455
